creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
2017,2017.26,"Whyte, Steven","Gift of the ""Comfort Women"" Justice Coalition; Collection of the City and County of San Francisco",Comfort Women's Column of Strength,120 x 36 in.,Bronze figures on,Bronze figures on on concrete base,St. Mary's Square,City Agency,"H the Citythe ""Com ofnc of County of",651 California Street,94108,37.792451269000026,-122.40543640199996,0,,03,POINT (-122.40543640199996 37.792451269000026),104,6,3,8,104
2006,2007.5.1-2,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Painted steel, stainless steel","Painted steel, stainless steel on Steel, concrete",3rd Street Light Rail,Public Display,3Rd And Mission Rock St.,3rd Street & Mission Rock Street,94158,37.77292005100003,-122.38979989799999,0,,06,POINT (-122.38979989799999 37.77292005100003),34,1,10,4,34
ca. 1913,1914.2.a-b,"Grossoni, Orazio",Collection of the City and County of San Francisco; Gift of the Italian Colony,Giuseppe Verdi,246  x 179  x 140 in.,Bronze,Bronze on granite,Golden Gate Park,Public Display,Just Off Martin Luther King Jr. Dr; Between Shakespeare Garden and the Bandstand,Music Concourse Drive & Martin Luther King Jr. Drive,94118,37.76879003600004,-122.46836993,0,,05,POINT (-122.46836993 37.76879003600004),9,8,11,12,9
1934,1934.19.a,"Oldfield, Otis",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Seabirds (Seagulls),108 x 54 in.,Oil,Oil on canvas,Coit Tower,Public Display,Elevator Lobby,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2013,2014.3.a-e,"Saunders, Ron Moultrie",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Bayview Branch,Symbiotic Relationships,Variable (44  x 55 in. each),Archival pigment print,Archival pigment print on aluminum with plexi,San Francisco Public Library Bayview Branch,City Agency,,5075 3rd Street,94124,37.73248202100007,-122.39131400499998,1,African American Arts and Cultural District,10,POINT (-122.39131400499998 37.73248202100007),86,2,9,1,86
ca. 1977,1977.61.a,"Barnes, Carroll",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Muni Railway,Transverse,112  x 216  x 78 in.,Cor-Ten steel,Cor-Ten steel on concrete,Ingleside,,Northwest Corner,Ocean Avenue & San Jose Avenue,94112,37.722930046000045,-122.44480990899996,0,,11,POINT (-122.44480990899996 37.722930046000045),94,9,1,28,94
,2018.5.c,"Oliver, Scott",Collection of the City and County of San Francisco,Points of Departure: Where do you want to go that you have never been?,179 x 77 in.,Painted aluminum and steel,Painted aluminum and steel,,Public Display,southwest corner,Masonic Avenue & Geary Boulevard,94118,37.78228003900006,-122.447869891,0,,01,POINT (-122.447869891 37.78228003900006),12,8,4,18,12
1974-1975,1980.6,"DeFeo, Jay",Purchased by the San Francisco Art Commission for the San Francisco International Airport,Masquerade in Black (Loop System No. 4),96  x 96 in.,Synthetic polymer and mixed media,Synthetic polymer and mixed media on masonite,Terminal 3,SFO,"Boarding Area E, Level 2, Gate 69",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1889,1889.1,"Tilden, Douglas",Collection of the City and County of San Francisco; Acquired in 1892; Gift of James D. Phelan,Ball Thrower,131 1/4  x 69  x 54 in.,Bronze,Bronze on granite,Golden Gate Park,Public Display,Near Tennis Courts,John F. Kennedy Drive & Nancy Pelosi Drive,94118,37.771300039000046,-122.45916995299997,0,,01,POINT (-122.45916995299997 37.771300039000046),9,7,4,12,9
2015,2016.15,"Wolff, Lena",Collection of the City and County of San Francisco,Quail and Monkey Branch,66 x 102 in.,Ceramic and glass mosaic tile,Ceramic and glass mosaic tile,San Francisco General Hospital,City Agency,Acute Care Unit Floor 2,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
,1993.1,UNKNOWN,Collection of the City and County of San Francisco; Gift of the estate of Michael Taylor,Untitled [Deer],33 x 27 x 9 1/2 in.,Bronze,Bronze,Hagiwara Tea Garden,Public Display,N Gift ofth f Ta of estate of,75 Hagiwara Tea Garden Drive,94118,37.77052645200008,-122.46872665499995,0,,01,POINT (-122.46872665499995 37.77052645200008),9,8,4,12,9
,2016.26.a,"Rodriguez, Lordy","Collection of the City and County of San Francisco, Licensed and reproduced by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport",Strangerhood: North Beach,45 x 31 1/2 in.,Digital print,Digital print on on aluminum,Terminal 3,SFO,Arrivals : Baggage Claim : Door 7,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2013,2014.3.b,"Saunders, Ron Moultrie",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Bayview Branch,Symbiotic Relationships (panel 2 of 5),44  x 55 in.,Archival pigment print,Archival pigment print on aluminum with plexi,San Francisco Public Library Bayview Branch,City Agency,,5075 3rd Street,94124,37.73248202100007,-122.39131400499998,1,African American Arts and Cultural District,10,POINT (-122.39131400499998 37.73248202100007),86,2,9,1,86
2015,2016.11.a.5,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Seating],18 x 73 x 36 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1995,1995.9.1-4,"Poethig, Johanna",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Tenderloin Children's Recreation Center,Epic; Prediction; Gameboard; and H20,Throughout building interior and exterior: lobby floor; bathroom walls; exterior columns; water fountain nave,Glaze on ceramic tiles,Glaze on ceramic tiles on cement; various,Tenderloin Recreation Center,Public Display,1St Floor And Exterior Fence,570 Ellis Street,94109,37.78467198300007,-122.41559696499996,0,,06,POINT (-122.41559696499996 37.78467198300007),20,5,10,36,20
2006,2007.9.2.a-j,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Paving inserts),"24""h, various widths",Stainless steel,Stainless steel on concrete,3rd Street Light Rail,Public Display,3Rd And Mariposa St.,3rd Street & Mariposa Street,94158,37.76432005100003,-122.38895994699998,0,,06,POINT (-122.38895994699998 37.76432005100003),34,2,10,26,34
1997,1997.11,"Chamberlain, Ann",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco General Hospital Medical Center Garage,Untitled Photographic Images,4 stories,"Photographic images, glass","Photographic images, glass on concrete",San Francisco General Hospital,City Agency,Parking Garage 2500 24Th St. Nw And Ne Corner Facades,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2006,2007.4.1-3,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Stainless steel, painted steel","Stainless steel, painted steel",3rd Street Light Rail,Public Display,4Th And King St.,4th Street & King Street,94158,37.77643005700003,-122.39414993799994,0,,06,POINT (-122.39414993799994 37.77643005700003),34,1,10,4,34
1988,1988.43,"Champagne, Lee Roy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Lombard Street Parking Garage,The Grail,576 x 120 x 15 in.,"Neon lights, glass blocks, steel","Neon lights, glass blocks, steel",Lombard Garage,Public Display,Exterior Facade,2055 Lombard Street,94123,37.79969499300006,-122.43515102299995,0,,02,POINT (-122.43515102299995 37.79969499300006),15,4,6,13,15
1968,1968.44,Vaea,Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for Health Center #3,Untitled,31  x 25  x 12 in.,Ceramic,Ceramic on steel base,Silver Avenue Family Health Center #3,City Agency,Lobby Stairwell,1525 Silver Avenue,94134,37.73233600800006,-122.40639296499997,0,,09,POINT (-122.40639296499997 37.73233600800006),91,2,2,25,91
2015,2016.14,"Wolff, Lena",Collection of the City and County of San Francisco,Tree of Life,66 x 66 in.,Ceramic and glass mosaic tile,Ceramic and glass mosaic tile,San Francisco General Hospital,City Agency,Acute Care Unit Floor 2,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
ca. 1975,1975.29,"Halprin, Lawrence",Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the United Nations Plaza,United Nations Plaza Fountain,165' length,Granite,Granite,Civic Center United Nations Plaza,Public Display,,Leavenworth Street & Market Street,94102,37.78326618700004,-122.41414018599994,0,,06,POINT (-122.41414018599994 37.78326618700004),20,5,10,36,20
1987,1987.44.g,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
1930s,1942.8,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Two Sea Lions,59 1/4  x 104  x 32 in.,Granite,Granite on concrete,Valencia Gardens Apartments,Public Display,Southeast Courtyard,390 Valencia Street,94103,37.766650011000024,-122.42228999799993,1,American Indian Cultural District,08,POINT (-122.42228999799993 37.766650011000024),37,3,5,20,37
2016,2017.2.b,Wowhaus,Collection of the City and County of San Francisco,Garden Guardians,28 x 18 x 12 in.,Bronze,Bronze,Noe Valley Town Square,Public Display,3861 24Th St.,3861 24th Street,94114,37.75136401800006,-122.42897498499998,0,,08,POINT (-122.42897498499998 37.75136401800006),84,3,5,22,84
1875,1875.1,Anonymous,Collection of the City and County of San Francisco; Gift to the City of San Francisco by Lotta Crabtree in 1875,Lotta's Fountain,226 x 76 x 76 in.,"cast iron, bronze, glass","cast iron, bronze, glass",Market and Kearny St.,Public Display,"On sidewalk, North East Corner of Market and Kearney Streets, boarded on the backside by Geary Street",Market Street & Kearny Street,94105,37.78766004700003,-122.40345988499996,0,,03,POINT (-122.40345988499996 37.78766004700003),19,6,3,8,19
1999,1999.17.5,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Bed],35 x 22 x 1/2 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,,3312 Mission Street,94110,37.74379298000008,-122.42137402399999,0,,09,POINT (-122.42137402399999 37.74379298000008),83,9,2,2,83
1996,1996.12,"Aycock, Alice",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the San Francisco Main Library,Cyclone Fragment,,Aluminum,Aluminum,Main Library,Public Display,Periodicals 4Th And 5Th Floors,100Larkin Street,94102,37.77917798000005,-122.41574599499995,0,,06,POINT (-122.41574599499995 37.77917798000005),21,5,10,36,21
,1979.71,"Mayhew, Richard",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,Seneca,48  x 60 in.,Oil,Oil on canvas,International Terminal,SFO,"Medical Clinic, Level 3, A side",100 International Terminal,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2012,2012.6,"Ohtake, Moto",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Fulton Playground,Aero #8,262 x 132 x 120 in.,Stainless steel,Stainless steel,Fulton Playground,Public Display,,855 27th Ave,94121,37.773523004000026,-122.48689502599997,0,,01,POINT (-122.48689502599997 37.773523004000026),8,8,4,29,8
2000,T2018.51,"Misrach, Richard",,"Golden Gate Bridge, 3.4.01, 7:30pm",60 x 74 in.,pigment print,pigment print on paper,Hotel,SFO,"Grand Hyatt, Level 2",55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
2005,2006.5.s,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,9 3/4 x 10 x 4 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
2004-2006,2007.1.a,"Pijoan, Irene",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for Victoria Manalo Park,Untitled,72  x 72  x 1/4 in.,Stainless steel,Stainless steel on Steel,Victoria Manalo Draves Park,Public Display,"north fence; park is boarded by Sherman St., Folsom St., Harrison St., and Columbia Square",Folsom Street & Russ Street,94103,37.777640027000075,-122.40672991699995,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40672991699995 37.777640027000075),32,1,10,34,32
1984,1985.1,"Asawa, Ruth",Purchased by the San Francisco Art Commission for Father Alfred E. Boedekker Park,"Redding School, Self-Portrait",,Glass fiber reinforced concrete,Glass fiber reinforced concrete,Father Alfred E. Boeddeker Park,Public Display,,295 Eddy Street,94102,37.78373098800006,-122.41226096699997,1,Compton’s Transgender Cultural District,06,POINT (-122.41226096699997 37.78373098800006),20,5,10,36,20
2002,2002.2.1.a-k,Jon Rubin and Harrell Fletcher,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Photos of People From the Neighborhood Enlarged and Attached to the Building,"24"" diam; 33"" h x 33"" w",Porcelain enamel,Porcelain enamel on steel,North Beach Garage,Public Display,Building Facade,735 Vallejo Street,94133,37.798376017000066,-122.40954103999997,0,,03,POINT (-122.40954103999997 37.798376017000066),106,6,3,6,106
1991,1991.2.1,"Bongers, Jaap (Jacob)",Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for the Richmond Police Station,Untitled #1,72  x 72 in.,"Marble, granite and bronze","Marble, granite and bronze",SFPD   Richmond Station,City Agency,"Lobby floor, under skylight",461 6th Avenue,94118,37.78003100700005,-122.46440403299998,0,,01,POINT (-122.46440403299998 37.78003100700005),5,8,4,11,5
1914,1914.1,"Grafly, Charles",Collection of the City and County of San Francisco; Exhibited at the Panama Pacific International Exposition in 1915,Pioneer Mother,181  x 91  x 78 in.,Bronze,Bronze,Golden Gate Park,Public Display,Near John F. Kennedy Drive,Stowe Lake Drive & John F. Kennedy Drive,94118,37.771210059000055,-122.47388991599998,0,,01,POINT (-122.47388991599998 37.771210059000055),9,8,4,12,9
2008,2008.8,"Rodriguez, Isis",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Rolph Playground,Untitled [Rolph Playground],18 x 94 x 1 in.,Painted iron,Painted iron,James Rolph Jr. Playground,Public Display,"Exterior Entryway Gate; park boarded by Potrero St., Cesar Chavez, and Hampshire Streets",Hampshire Street & 26th Street,94110,37.74973005000004,-122.40689990199996,1,Calle 24 Latino Cultural District,09,POINT (-122.40689990199996 37.74973005000004),53,3,2,20,53
,1988.45,"Johanson, Patricia",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Sunnydale Pump Station,Endangered Garden,approximately 1500 feet long,Concrete and air blown mortar,Concrete and air blown mortar,Sunnydale Pump Station,Public Display,Candlestick Cove,Harney Way & Alana Way,94134,37.70907002400003,-122.39279994900001,0,,10,POINT (-122.39279994900001 37.70907002400003),79,2,9,1,79
2002,2002.2.1.d,Jon Rubin and Harrell Fletcher,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Photos of People from the Neighborhood Enlarged and Attached to the Building,24 x 24 in.,Porcelain enamel,Porcelain enamel on steel,North Beach Garage,Public Display,Building Facade,735 Vallejo Street,94133,37.798376017000066,-122.40954103999997,0,,03,POINT (-122.40954103999997 37.798376017000066),106,6,3,6,106
1934,1934.4.a-b,"Wight, Clifford",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Surveyor and Ironworker,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2008,2011.30.a-n,"Smith, Owen",Collection of the City and County of San Francisco,The Four Elements,,Ceramic tile mosaic and glass; fiber reinforced concrete,Ceramic tile mosaic and glass; fiber reinforced concrete,Laguna Honda Hospital,City Agency,North And South Residence L5,375 Laguna Honda Boulevard,94116,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
2006,2007.21.1-3,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned  by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Lightrail platform,"Painted steel, metal, sandblasted stone, steel","Painted steel, metal, sandblasted stone, steel",3rd Street Light Rail,Public Display,3Rd St. Between Oakdale And Palou Ave,3rd Street & Palou Avenue,94124,37.73404004900005,-122.39105994899995,1,African American Arts and Cultural District,10,POINT (-122.39105994899995 37.73404004900005),87,2,9,1,87
2003-07-26T00:00:00.000,2005.11.c,"Rodriguez, Isis",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Parque Ninos Unidos,Los Ninos del Sol,62 x 9 in.,Glazed ceramic tile,Glazed ceramic tile on cement,Parque Ninos Unidos,Public Display,23Rd St. Entrance; triangular park on 23rd St. between Treat Avenue and Folsom St.,3090 23rd Street,94110,37.75421678500004,-122.41370395699995,1,Calle 24 Latino Cultural District,09,POINT (-122.41370395699995 37.75421678500004),53,3,2,20,53
1991-1997,1997.4.3,"Riley, Cheryl",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station,Akamba Inlay Floor,30' diameter,Custom pre-cast concrete with integral color,Custom pre-cast concrete with integral color,SFPD   Bayview Station,City Agency,Entrance Lobby,201 Williams Avenue,94124,37.729802997000036,-122.39787996899999,1,African American Arts and Cultural District,10,POINT (-122.39787996899999 37.729802997000036),86,2,9,1,86
1999,1999.17.7,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Hunt],13 x 13 x 1/2 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,,3377 Mission Street,94110,37.742463987000065,-122.42159798899996,0,,09,POINT (-122.42159798899996 37.742463987000065),83,9,2,2,83
2005,2006.4.d,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Eureka Valley Recreation Center,Welcome Hands,15 1/2 x 15 1/2 x 1 in.,cast concrete,cast concrete on concrete,Eureka Valley Recreation Center,Public Display,External Columns,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1934,1934.5,"Stackpole, Ralph",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Industries of California,120 x 432 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
1987,1987.44.i,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [second floor window],40 x 30 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
2006,2007.31.3.a-bb,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Paving inserts),24 x 24 x 1/2 in.,Granite and concrete,Granite and concrete on concrete,3rd Street Light Rail,Public Display,Bayshore Blvd. And Sunnydale Ave.,Bayshore Boulevard & Sunnydale Avenue,94134,37.70890003900007,-122.40522989199998,0,,10,POINT (-122.40522989199998 37.70890003900007),75,9,9,40,75
1983,1984.8,"Kunishima, Seiji",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,Stacking Stones,12' H X 4 1/4' W X 3 1/2' D,Nose Stone,Nose Stone,Terminal 2,SFO,"BA/D, Departures Ticketing Lobby",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1894,1897.2,"Porter, Bruce",Collection of the City and County of San Francisco; Gift of a committee of citizens aided by James D. Phelan in 1897 for Portsmouth Square,Robert Louis Stevenson (1850-1894) Memorial,148 x 58 x 36 in.,"Bronze, gilding","Bronze, gilding on granite",Portsmouth Square,Public Display,"Upper Level; park boarded by Kearney, Washington and Clay Streets and Walter Lum Place",Walter Lum Place & Washington Street,94108,37.79523003700007,-122.40580991999995,0,,03,POINT (-122.40580991999995 37.79523003700007),104,6,3,6,104
1974,1978.52,"Walburg, Gerald",Purchased by the San Francisco Art Commission for the San Francisco General Hospital,Stiff Loops (Loop IV),"120"" H X 300"" W X 96""D",Corten steel,Corten steel,San Francisco General Hospital,City Agency,"Outdoors inbetween Building 1 & Building 20, by Ambulance Bay on 22nd Street Entrance; 22nd street between Portrero Avenue and San Bruno Ave",22nd Street & San Bruno Avenue,94110,37.75694003700005,-122.40474994399995,0,,10,POINT (-122.40474994399995 37.75694003700005),54,3,9,20,54
2009,2010.1,"Telcocci, Gina",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Potrero Branch,here and past here,192 x 155 x 148 in.,"Willow, tule reed, sisal rope, balsa wood, woven copper wire, steel","Willow, tule reed, sisal rope, balsa wood, woven copper wire, steel",Potrero Library,Public Display,Interior Staircase,1616 20th Street,94107,37.76013601500006,-122.39766396699999,0,,10,POINT (-122.39766396699999 37.76013601500006),54,2,9,26,54
2002,2002.7,"Acconci, Vito",Commission for the San Francisco International Airport by the San Francisco Arts Commission,Light Beams for the Sky of Transfer Cooridor,,Mixed medium,Mixed medium,International Terminal,SFO,"International Terminal, Transfer Corridor",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2006,2007.20.3.a-m,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Paving inserts),Varies,,concrete,3rd Street Light Rail,Public Display,3Rd St. Between Kirkwood And La Salle Ave.,3rd Street & La Salle Avenue,94124,37.73722005900004,-122.38993987599999,1,African American Arts and Cultural District,10,POINT (-122.38993987599999 37.73722005900004),86,2,9,1,86
2006-2008,2008.5.a-c,"Liu, Hung",Collection of the City and County of San Francisco,Take Off,,oil and pigmented ink with gesso,oil and pigmented ink with gesso on Koto covered MDF panel,International Terminal,SFO,"Gate A5 - Boarding Area A, Level 3",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
,2011.11,"Biaggi, Suzanne",,Patterns of Time and Place [stone sculpture],,"Basalt, water and black pebbles","Basalt, water and black pebbles",Laguna Honda Hospital,City Agency,Courtyard F,375 Laguna Honda Boulevard,94116,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
1967-1969,1967.84,"Arnold, David",Collection of the City and County of San Francisco; Commissioned for the Bayview Health Center,Untitled,12' H X 8' W,Stained glass windows,Stained glass windows,Silver Avenue Family Health Center #3,City Agency,Lobby Stairwell,1525 Silver Avenue,94134,37.73233600800006,-122.40639296499997,0,,09,POINT (-122.40639296499997 37.73233600800006),91,2,2,25,91
2005,2006.4.b,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Eureka Valley Recreation Center,Welcome Hands,15 1/2 x 15 1/2 x 1 in.,cast concrete,cast concrete on concrete,Eureka Valley Recreation Center,Public Display,External Columns,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
2012,2013.5.b,"Suárez-Wolfe, Primitivo",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,Domestic Seating (Rocking Chair),39 1/2 x 25 x 29 1/2 in.,Bronze,Bronze,,Public Display,"Duboce Avenue Between Church And Fillmore St., SW Corner",Duboce Avenue & Church Street,94114,37.76946004400003,-122.42911990799996,0,,08,POINT (-122.42911990799996 37.76946004400003),28,7,5,9,28
1972,1973.23,"VandenBerge, Peter",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for San Francisco City College,Jungle Scenes,91 1/2 x 101 x 3 in.,"Glazed ceramic tiles, grout","Glazed ceramic tiles, grout on concrete",CCSF  Ocean Campus,Public Display,Orfalea Family Center,50 Frida Kahlo Way,94112,37.723826993000046,-122.44958398999995,0,,07,POINT (-122.44958398999995 37.723826993000046),95,9,8,41,95
1993-1994,1995.22,"Ghidini, Sheila and Hunter, Leonard",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Municipal Railway,19th Avenue Shelter at Winston Drive,"20' H X 13 '6"" W X 250' D","Copper, structural steel, stainless steel, lighting","Copper, structural steel, stainless steel, lighting",M-Ocean View Light Rail,Public Display,Platform,19th Avenue & Holloway Avenue,94132,37.72103003600006,-122.47509992799995,0,,07,POINT (-122.47509992799995 37.72103003600006),41,10,8,41,41
2005,2006.5.l,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,10 x 10 x 4 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1949,1954.17,"Quilici, Gladys Nevada",Collection of the City and County of San Francisco,Frank Marini (1862-1952),74 x 22 1/2 x 13 1/4 in.,Bronze,Bronze on granite,Washington Square,Public Display,Marini Plaza Columbus Avenue At Powell And Union St,Filbert Street & Powell Street,94133,37.801170041000034,-122.41099991,0,,03,POINT (-122.41099991 37.801170041000034),106,6,3,23,106
1988,1988.2,"Almeida, Peter",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Coleridge Street Mini Park,Colloidal Pool,"36"" X 36""",Ceramic tile,Ceramic tile,Coleridge Mini Park,Public Display,Sidewalk,Coleridge Street & Esmeralda Avenue,94110,37.744090035000056,-122.41946990699995,0,,09,POINT (-122.41946990699995 37.744090035000056),83,9,2,2,83
2015,2016.11.a-c,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean,,Granite and concrete aggregate,Granite and concrete aggregate,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
