creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
1955,1955.21,"Erckenbrack, Mary E.",Collection of the City and County of San Francisco,Ceramic Mural on Athletics,300 x 192 x 1 1/2 in.,Carved and glazed ceramic,Carved and glazed ceramic,Hamilton Recreation Center,Public Display,Post St. External Facade,1900 Geary Boulevard,94115,37.78439299100006,-122.43506896399997,0,,05,POINT (-122.43506896399997 37.78439299100006),103,4,11,15,103
2009,2009.7.16,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [gumpus bumpus],7 x 7 x 18 1/2 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
1934,1934.1,"Harris, George",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Banking and the Law,120 x 120 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2006,2007.20.2.a-d,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Canopy panels),60 x 108 x 144 in.,Galvanized steel,Galvanized steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. Between Kirkwood And La Salle Ave.,3rd Street & La Salle Avenue,94124,37.73722005900004,-122.38993987599999,1,African American Arts and Cultural District,10,POINT (-122.38993987599999 37.73722005900004),86,2,9,1,86
2012,2013.5.a,"Suárez-Wolfe, Primitivo",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,Domestic Seating  (Wooden Chair),46 3/8 x 23 1/2 x 24 in.,Bronze,Bronze,,Public Display,"Duboce Avenue Between Church And Fillmore St., SW Corner",Duboce Avenue & Church Street,94114,37.76946004400003,-122.42911990799996,0,,08,POINT (-122.42911990799996 37.76946004400003),28,7,5,9,28
2017,T2018.44,"McCarthy, Alicia",,Untitled,60 x 60,"spray paint, latex paint, graphite, crayon","spray paint, latex paint, graphite and crayon on wood",Terminal 1,SFO,BAB: Departures,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2006,2007.21.3.a-kk,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Paving inserts),48 x 48 x 1/2 in.,"Granite, terrazo, sandblasted and painted concrete","Granite, terrazo, sandblasted and painted concrete on concrete",3rd Street Light Rail,Public Display,3Rd St. Between Oakdale And Palou Ave,3rd Street & Palou Avenue,94124,37.73404004900005,-122.39105994899995,1,African American Arts and Cultural District,10,POINT (-122.39105994899995 37.73404004900005),87,2,9,1,87
1934,1934.8.a-b,"Dean, Mallette (Harold)",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Stockbroker and Scientist-Inventor,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2013,2013.6.a-b,"Powell, Eric",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Cayuga Playground,Cayuga Portal,"12' x 14’ x 7"" (Main);  9' x 4’ x 2"" (Alameny)",Painted steel,Painted steel,Cayuga Playground,Public Display,Park Entrances,301 Naglee Avenue,94112,37.71427099500005,-122.44971600499997,0,,11,POINT (-122.44971600499997 37.71427099500005),66,9,1,28,66
2007,2008.1.e,"Kennedy, Deborah",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sunnyside Playground,Solar Sight,33 1/2 x 66 x 1/4 in.,Painted stainless steel,Painted stainless steel,Sunnyside Playground,Public Display,Courtyard Ramp,Foerster Street & Mangels Avenue,94127,37.73307005300006,-122.44889994299994,0,,07,POINT (-122.44889994299994 37.73307005300006),95,9,8,41,95
2014,2016.22.a-x,"Melchert, Jim",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,Riven / River,71 x 166 in.,Ceramic Tile Mosaic,Ceramic Tile Mosaic on wood,Terminal 1,SFO,"Departure Level End of Hall, Level two, Secure Connector",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2005,2005.7.a,"Blackstone, Amy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Helen Wills Playground,"Earth, Fire, and Water",144 x 36 x 36 in.,"Steel, fiberglass, patina, lighting","Steel, fiberglass, patina, lighting",Helen Wills Playground,Public Display,Roof Deck Of Clubhouse,Broadway & Larkin Street,94109,37.796220024000036,-122.42012989799997,0,,03,POINT (-122.42012989799997 37.796220024000036),107,6,3,32,107
1938,1936.4.b,"Forbes, Helen",Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,Noah and His Ark (The Ark’s Passengers Disembark),132 x 726 in.,Egg tempera,Egg tempera,San Francisco Zoo,Public Display,Mother'S Building East Wall,Sloat Boulevard & Great Highway,94116,37.735410029000036,-122.50681989899999,0,,07,POINT (-122.50681989899999 37.735410029000036),43,10,8,16,43
2004-2009,2011.14.5,"deSoto, Lewis",Collection of the City and County of San Francisco,1929-1941: Patient Care During the Great Depression,,cotton thread tapestry,cotton thread tapestry,Laguna Honda Hospital,City Agency,Link Building Level 1,375 Laguna Honda Boulevad,94131,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
2013,2017.5.a-b,"Crutcher, Colette",Collection of the City and County of San Francisco,Dahlias,,Galvanized iron,Galvanized iron,Cabrillo Playground,Public Display,,853 38th Avenue,94121,37.77283722400006,-122.49823131399995,0,,01,POINT (-122.49823131399995 37.77283722400006),8,8,4,29,8
,2016.24.c,"Marsh, Vanessa","Collection of the City and County of San Francisco;
Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport",Everywhere All at Once: Landscape #9,37 x 35 in.,Pigment print,Pigment print on archival paper,Terminal 3,SFO,Gate 71B,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
,1984.3,Anonymous,Gift of the Chinese Cultural Center,Untitled (Animal),,Bronze,Bronze,San Francisco General Hospital,City Agency,Main Building Fourth Floor East Terrace,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1934,1934.2,"Howard, John Langley",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,California Industrial Scenes,120 x 288 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
1908,1908.3.a,"Cummings, M. Earl",Collection of the City and County of San Francisco; Gift of Suzanna Brown,Bear,115  x 72  x 48 in.,Bronze,Bronze on cast concrete,Golden Gate Park,Public Display,8th Avenue Entrance At Fulton St. Northeast Corner,8th Avenue & Fulton Street,94118,37.77338005000007,-122.465879918,0,,01,POINT (-122.465879918 37.77338005000007),9,8,4,12,9
2008,2008.13.2,"Corliss, Troy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Upper Noe Recreation Center,Noe Valley Natives,60 x 36 x 36 in.,Forged and fabricated steel,Forged and fabricated steel,Upper Noe Recreation Center,Public Display,30Th St. Entrance,295 Day Street,94131,37.74257701700003,-122.42847902799998,0,,08,POINT (-122.42847902799998 37.74257701700003),84,9,5,22,84
2008,2008.12.a-c,"True, Laurel",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Ocean Avenue Corridor Redesign,Sun Spheres,Varies,"Glazed ceramic tile, mirror tile","Glazed ceramic tile, mirror tile on Steel",Ocean and Granada Ave.,Public Display,intersection corners,Ocean Avenue and Granada Avenue,94112,37.72414005700006,-122.45735988099993,0,,07,POINT (-122.45735988099993 37.72414005700006),64,10,8,24,64
,T2018.76,"Huffman, David",,Prisoners Repast,"15"" H X 15""W","Acrylic paint, oil, collage, spray paint, glitter, color pencil","Acrylic paint, oil, collage, spray paint, glitter, color pencil on wood",Terminal 1,SFO,Departures: Level 2,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2006,2007.31.1,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,Bayshore Blvd. And Sunnydale Ave.,Bayshore Boulevard & Sunnydale Avenue,94134,37.70890003900007,-122.40522989199998,0,,10,POINT (-122.40522989199998 37.70890003900007),75,9,9,40,75
1995,1995.7.a-f,Joesam.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Tenderloin Children's Recreation Center,Folks in the 'Hood,74  x 635  x 7 in.,#836 galvanized steel,#836 galvanized steel on steel fence,Tenderloin Recreation Center,Public Display,Front Fence,570 Ellis Street,94109,37.78467198300007,-122.41559696499996,0,,06,POINT (-122.41559696499996 37.78467198300007),20,5,10,36,20
1993,1993.6.a-lll,"Hasson, Bruce",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Polk-Bush Garage,Trolleys,Varies,Cast aluminum,Cast aluminum,Polk-Bush Garage,Public Display,"2Nd, 3Rd, And 4Th Floors",1399 Bush tSreet,94109,37.788619021000045,-122.42000701899997,0,,03,POINT (-122.42000701899997 37.788619021000045),50,4,3,21,50
1938,1936.4.d,"Puccinelli, Dorothy Wagner",Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,Noah and His Ark (Loading of the Animals),132 x 726 in.,Egg tempera,Egg tempera,San Francisco Zoo,Public Display,Mother'S Building West Wall,Sloat Boulevard & Great Highway,94116,37.735410029000036,-122.50681989899999,0,,07,POINT (-122.50681989899999 37.735410029000036),43,10,8,16,43
2006,2007.11.1-3,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Painted steel, stainless steel, galvanized steel","Painted steel, stainless steel, galvanized steel on painted steel, concrete",3rd Street Light Rail,Public Display,Downtown Platform,3rd Street & 20th Street,94107,37.760460059000025,-122.38866993299996,0,,10,POINT (-122.38866993299996 37.760460059000025),55,2,9,26,55
1989,1989.25.i,"Heavenston, Martha",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,A World View [entryway mural],52 x 210 x 15 in.,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete",Gene Friend Recreation Center,Public Display,Exterior Facade,270 6th Street,94103,37.77877900200008,-122.40619096099998,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40619096099998 37.77877900200008),32,1,10,34,32
2019,T2018.5,"Cain, Sarah",,We Will Walk Right Up to the Sun,10 ft. x 125 ft.,Stained and fused glass,Stained and fused glass,Hotel,SFO,Grand Hyatt Hotel AirTrain Station,55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
2009,2009.7.17,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [cakesydillo],18 x 10 x 12 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
2002,2001.17,"Mangrum, Joe",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for MUNI,Layla,636  x 60 in.,Terrazzo,Terrazzo,Mission and 22nd St.,Public Display,SW corner,Mission Street & 22nd Street,94110,37.75545002800004,-122.41873992699999,0,,09,POINT (-122.41873992699999 37.75545002800004),53,3,2,20,53
1934,1934.28.1-5,"Wessels, Glenn",Works Progress Administration,"Fire, Earth, Water, Air, The Professions",,Pigment grounds in linseed oil,Pigment grounds in linseed oil on canvas,Laguna Honda Hospital,City Agency,Administration Building Level 1 Main Entrance,375 Laguna Honda Boulevard,94116,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
2013,2016.25.b,"Mazinani, Sanaz",Collection of the City and County of San Francisco Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,Forever in the Sky: Sutro Tower,34 x 33 in.,Pigment Print,Pigment Print on archival paper on mounted on Sintra,Terminal 3,SFO,"Gate 71A, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1987,1987.44.s,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],35 x 22 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
1886,1886.1,"Conrads, Carl H.",Collection of the City and County of San Francisco; Gift of the Major General C.W. Callum,General Henry W. Halleck (1815-1872),190  x 72  x 72 in.,Granite,Granite on granite,Golden Gate Park,Public Display,Near Tennis Courts,John F. Kennedy Drive & Nancy Pelosi Drive,94117,37.771300039000046,-122.45916995299997,0,,01,POINT (-122.45916995299997 37.771300039000046),9,7,4,12,9
2005,2005.6.d,"Blackstone, Amy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Kidpower Park,Untitled,72 x 72 x 1 in.,"10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint","10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint",Kidpower Park,Public Display,Hoff St. Fence,45 Hoff Street,94110,37.764063984000074,-122.42022302099997,1,American Indian Cultural District,09,POINT (-122.42022302099997 37.764063984000074),53,3,2,20,53
